OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
1885,4.80292E+11,4.80292E+11,48,29,181715,4,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,174.0043606,0,174.0043606,174.0043606,2399,868,816,0.621,0,0,349,0.427696078,467,0.572303922,1351,331,515,505,0.245003701,16,0,0,10,2,4,0,0,10,0,4,0,2,0,5,8,3,0.3125,4.988380734,13.78701081,0.091951719,0,0,0.057469824,0.011493965,0.02298793,0,0,0.057469824,0,0.02298793,0,0.011493965,0,5.080332452,0,0.019607843,0.819448372,0.559360535,0.819448372,0.432931647,0.081038152,0.082741926,0.082690373,1E-15,0.013250518,0.023408925,84.4375,0,16.95379592,0,0,16.95379592,62.54555899,0,0,0,55.17103116,25.74648121,1019.25,0,0,2.33,8.569900173,0.000971238,96445,99321,25205,14441,0.000598363,0.438029967,0.000716356,0.594679552,0.00024683,0.076180258,0.00024478,0.074068185,1,6,11,13,9.166666667,7191.541898,704184.69
1886,4.80292E+11,4.80292E+11,48,29,181731,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,168.3104353,0,168.3104353,168.3104353,2413,734,718,0.571,19,0.026462396,225,0.313370474,474,0.660167131,1070,236,354,480,0.220560748,53,13,0,19,21,0,13,0,19,21,0,0,0,0,39,10,4,0.735849057,4.360989256,14.33660364,0.31489432,0.077238229,0,0.112886643,0.124769447,0,0.077238229,0,0.112886643,0.124769447,0,0,0,0,4.675883575,0,0.073816156,0.982402614,0.67059411,0.982402614,0.519023768,0.234123519,0.239617173,0.250669221,0.000824682,0.04298459,0.094390027,20.18867925,4.63941E-09,16.28007023,0,0.128496804,16.15157343,43.11271602,0,0,0,53.23496421,7.604994888,-99999,0,0,2.67,10.15266818,0.001106506,103651,106709,-99999,-99999,0.000643071,0.470757883,0.000769642,0.638914835,-99999,-99999,-99999,-99999,3,9,9,1,5.333333333,6414.902836,681144.5098
1887,4.845E+11,4.845E+11,48,449,950700,1,,,34420,"Mount Pleasant, TX",45543,20220,19080,297.1449159,7.4567367,289.6881792,289.6881792,590,170,149,0.617,17,0.11409396,43,0.288590604,89,0.597315436,291,69,163,59,0.237113402,842,111,405,83,200,43,111,288,83,18,43,0,182,117,189,428,225,0.224465558,0.586837891,2.036672679,2.906573552,0.383170623,1.398054975,0.28651497,0.690397518,0.148435466,0.383170623,0.994172426,0.28651497,0.062135777,0.148435466,0,0.628261742,0.403882548,3.493411443,0,5.651006711,0.833146544,0.833146544,0.874610221,0.818447103,0.872109601,0.81784115,0.880131594,0.422340225,0.824022346,0.513680494,0.345605701,0.519756784,18.51161653,0,5.126995027,13.38462151,106.8160948,0,26.5112647,19.88344853,77.32452205,17.67417647,-99999,0,0,-99999,-99999,-99999,9008,8000,-99999,-99999,0.05023786,0.949009692,0.046016416,1,-99999,-99999,-99999,-99999,20,19,15,1,11.83333333,4784.258175,1202530.638
1888,4.845E+11,4.845E+11,48,449,950400,2,,,34420,"Mount Pleasant, TX",45543,20220,19080,31759.6355,1608.750975,30150.88452,30150.88452,1931,836,729,0.516,0,0,183,0.251028807,546,0.748971193,928,207,391,330,0.223060345,310,0,1,297,12,0,0,1,297,12,0,0,0,0,25,91,194,0.080645161,0.027727213,0.064044556,0.010281622,0,3.31665E-05,0.009850457,0.000397998,0,0,3.31665E-05,0.009850457,0.000397998,0,0,0,0,0.038008835,0,0.425240055,0.168776226,0.115207697,0.168776226,0.089167997,0.47954757,0.232066872,0.114703336,0.000692265,0.276662204,0.500807754,2.993548387,0.136211237,2.147853472,0.41269394,1.261239791,0.473919741,2.696963664,0.785383261,1.804258842,0.106132873,1.761805693,0.212265746,-99999,0,0,-99999,-99999,-99999,3476,4037,-99999,-99999,0.019385746,0.366203118,0.023221034,0.504625,-99999,-99999,-99999,-99999,9,2,3,1,3.166666667,67287.81876,128529488.9
1889,4.80292E+11,4.80292E+11,48,29,171923,4,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,601.9284341,0,601.9284341,601.9284341,4929,1686,1638,0.683,29,0.017704518,651,0.397435897,958,0.584859585,1812,391,666,755,0.215783664,197,0,9,74,113,1,0,9,74,60,1,0,53,0,39,87,71,0.197969543,2.800997435,8.188681114,0.327281432,0,0.014951944,0.122938203,0.187729959,0.001661327,0,0.014951944,0.122938203,0.099679624,0.001661327,0,0.088050335,0,3.128278867,0,0.12026862,0.616332771,0.530880153,0.777233709,0.601560261,0.268839974,0.281485363,0.29002507,0.021445366,0.076863051,0.196117471,9.197969543,0.000275212,15.63844697,0.007154892,2.428474809,13.20281727,68.0745379,2.126498646,10.63249323,4.252997292,69.11120599,10.63249323,1091.67,0,0,3,3.189747969,0.000608643,129604,123747,51826,29237,0.000804088,0.58863016,0.000892529,0.740929013,0.000507526,0.156640271,0.000495577,0.149957173,4,12,11,13,10.66666667,8169.171675,2435972.367
1890,4.80292E+11,4.80292E+11,48,29,181716,4,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,53.2337414,0,53.2337414,53.2337414,1101,263,249,0.773,0,0,85,0.341365462,164,0.658634538,439,112,161,166,0.255125285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.940475591,20.6823712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.940475591,0,0,0,0,0,0,0,0,0,0.367879441,0,1,0,0,28.2916651,0,0,28.2916651,100.2311665,0,0,0,132.2469512,12.02245011,242.74,0,0,2.33,28.01230875,0.002116258,98677,101895,26831,17934,0.000612211,0.448167173,0.000734921,0.610091249,0.000262753,0.081094723,0.000303987,0.091983854,1,1,14,18,11,2112.310593,215433.8306
1891,4.80291E+11,4.80291E+11,48,29,121203,3,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,618.81253,0,618.81253,603.32368,1071,374,374,0.699,11,0.029411765,212,0.56684492,151,0.403743316,505,124,214,167,0.245544554,1825,220,27,1348,169,61,220,27,1348,144,61,0,25,0,281,683,861,0.153972603,0.619899421,1.775166524,3.024910277,0.364646718,0.044752097,2.234289892,0.280114979,0.10110659,0.364646718,0.044752097,2.234289892,0.238677852,0.10110659,0,0.041437127,0,3.644809698,0,4.879679144,0.543723708,0.543723708,0.510056934,0.439492683,0.65983491,0.887751454,0.857400599,0.479879352,0.739640884,0.433476395,0.276712329,0.485154602,12.78488757,4.737720769,2.307865054,5.739301745,16.90049812,8.273911325,4.136955662,1.034238916,19.6505394,0,733.59,0,0,29,29.99292855,0.027077498,143177,112905,92584,54347,0.000888297,0.650275458,0.000814331,0.676013077,0.000906665,0.279828326,0.0009212,0.278746878,15,6,6,14,10.16666667,9184.932252,2504301.5
1892,4.80292E+11,4.80292E+11,48,29,171902,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,714.6374158,0.3644725,714.2729433,684.93006,2151,1256,1156,0.7,26,0.022491349,715,0.618512111,415,0.35899654,816,192,344,280,0.235294118,3416,1938,114,89,149,1126,1938,114,89,110,1126,0,39,0,1276,1525,615,0.3735363,1.833763874,3.140466634,4.987370535,2.829485977,0.166440352,0.129940274,0.21754046,1.643963473,2.829485977,0.166440352,0.129940274,0.160600339,1.643963473,0,0.05694012,0,6.821134409,0,2.955017301,0.641536795,0.641536795,0.590251468,0.508592637,0.746130737,0.636750072,0.702500389,0.419871138,0.772768098,0.38563327,0.238875878,0.467141008,22.2918912,7.858547388,2.636555654,11.79678816,99.19972563,19.71235244,7.168128162,1.79203204,114.6900506,16.12828836,535.11,0,0,5.33,4.775765388,0.002477917,152915,142391,51667,27857,0.000948714,0.694503109,0.001027,0.852559036,0.000505969,0.156159705,0.000472186,0.142879124,17,8,14,15,13.83333333,7661.418347,2892099.12
1893,4.80292E+11,4.80292E+11,48,29,192300,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,736.2117168,0.7044821,735.5072347,733.69838,743,341,328,0.415,12,0.036585366,203,0.618902439,113,0.344512195,409,85,101,223,0.207823961,8489,791,780,3249,2868,801,791,780,3249,2535,801,5,328,0,1667,3055,3767,0.196371775,0.464768642,1.012677716,11.57014958,1.078099695,1.063107159,4.428250203,3.908963245,1.091729274,1.078099695,1.063107159,4.428250203,3.455098265,1.091729274,0.006814789,0.44705019,0,12.03491822,0,25.88109756,0.868273588,0.868273588,0.782056387,0.731836615,0.839616431,0.661135579,0.654728601,0.37686023,0.160961872,0.091930771,0.048179998,0.386037794,20.28833899,4.597116125,3.729079294,11.96214357,100.6848016,13.92236475,15.66266035,4.350738985,97.45655327,20.88354713,749.69,0,0,3.67,3.193442415,0.004939435,174026,134801,72973,39266,0.00107969,0.790384187,0.000972257,0.807114288,0.000714616,0.220555522,0.000665572,0.201396119,19,17,14,14,15.33333333,7645.574714,2979407.622
1894,4.80292E+11,4.80292E+11,48,29,181826,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,242.6919831,0.1719816,242.5200015,218.859,1892,609,567,0.668,21,0.037037037,88,0.155202822,458,0.807760141,1096,214,311,571,0.195255474,74,0,1,14,59,0,0,1,14,20,0,1,38,0,15,44,15,0.202702703,2.782613463,8.644835259,0.338117235,0,0.004569152,0.063968126,0.269579958,0,0,0.004569152,0.063968126,0.091383037,0,0.004569152,0.173627769,0,3.120730699,0,0.130511464,0.504067175,0.344079376,0.70035442,0.542057535,0.304177558,0.312330233,0.334547523,0.095062015,0.075279756,0.126495726,14.81081081,1.00471E-06,13.12840647,0,1.484409977,11.64399649,51.92149069,0,15.83374557,5.277915191,50.14019431,2.638957595,1038.03,0,0,0.33,0.870856006,0.000174419,112335,102181,18175,9180,0.000696948,0.51019852,0.000736984,0.61180366,0.000177986,0.0549326,0.000155604,0.047084408,5,10,10,13,10.16666667,7007.764179,982161.0327
1895,4.80291E+11,4.80291E+11,48,29,130800,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,1560.462693,4.3025052,1556.160187,1278.57297,3064,1129,1075,0.55,150,0.139534884,556,0.517209302,369,0.343255814,1128,471,474,183,0.417553191,6806,246,404,3133,1448,1575,246,404,3133,949,1575,18,481,0,1747,2141,2918,0.256685278,0.883015695,2.396421692,5.323122074,0.192402003,0.315977273,2.450388107,1.132512601,1.23184209,0.192402003,0.315977273,2.450388107,0.742233742,1.23184209,0.014078195,0.376200664,0,6.206137769,0,6.331162791,0.815641359,0.815641359,0.750872502,0.702655205,0.855050551,0.689449564,0.683522773,0.404226811,0.620871327,0.284345853,0.165736115,0.434193981,12.0362656,2.342075323,3.212450032,6.481740242,24.68517079,4.112687146,10.28171787,1.645074858,16.8620173,4.935224575,685.31,0,0,10.67,4.388237185,0.003482376,161346,131073,67864,38716,0.001001021,0.732794681,0.000945368,0.784793074,0.000664585,0.205113945,0.000656249,0.198575158,20,16,7,14,13,12243.81522,6315111.128
1896,4.80291E+11,4.80291E+11,48,29,120501,3,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,746.8970621,0.7655158,746.1315463,649.66993,1414,531,498,0.571,97,0.194779116,199,0.399598394,202,0.40562249,563,145,250,168,0.257548845,2144,97,65,893,1026,63,97,65,893,1021,63,0,5,0,611,710,823,0.284981343,0.817338121,2.176489837,3.300137348,0.149306587,0.100050806,1.374544147,1.579263488,0.096972319,0.149306587,0.100050806,1.374544147,1.571567273,0.096972319,0,0.007696216,0,4.117475469,0,4.305220884,0.66307835,0.66307835,0.60383431,0.52029635,0.753481413,0.539438987,0.516128765,0.423927379,0.794828555,0.415958626,0.262593284,0.478352813,15.75248049,5.986416572,2.630960876,7.135103041,25.45824539,7.719818346,5.146545564,0.857757594,29.1637582,1.715515188,265.54,0,0,8.33,7.145120758,0.005891089,167428,134719,90689,61961,0.001038755,0.76041766,0.000971665,0.806623318,0.000888107,0.274100828,0.00105026,0.31779924,18,9,7,18,12.83333333,12128.01032,3022650.969
1897,4.80292E+11,4.80292E+11,48,29,181817,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,320.3883774,0,320.3883774,320.3883774,1355,493,493,0.568,25,0.050709939,193,0.39148073,275,0.557809331,625,126,200,299,0.2016,333,53,48,23,89,120,53,48,23,38,120,0,51,0,155,137,41,0.465465465,1.538757442,4.229242056,1.039363546,0.165424228,0.149818169,0.071787873,0.277787855,0.374545422,0.165424228,0.149818169,0.071787873,0.11860605,0.374545422,0,0.159181804,0,2.578120988,0,0.675456389,0.917568616,0.917568616,0.925996992,0.797889167,0.708590446,0.733235681,0.805664534,0.660135625,0.394549763,0.69519833,1.876876877,0.416080355,16.32089014,0.171313006,1.724288491,14.42528864,84.59532839,0,19.97575584,3.995151167,73.9102966,17.97818025,631.67,0,0,8,15.98060467,0.005904059,145806,126469,79270,52832,0.000904608,0.662215743,0.000912162,0.757226853,0.000776282,0.239587741,0.00089552,0.270976412,16,19,13,14,14.83333333,4939.777635,1296593.43
1898,4.80292E+11,4.80292E+11,48,29,171912,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,149.287936,0,149.287936,149.287936,2439,657,638,0.615,0,0,153,0.239811912,485,0.760188088,879,175,283,421,0.199089875,21,4,0,0,17,0,4,0,0,6,0,0,11,0,8,9,4,0.380952381,4.400891442,16.3375559,0.140667763,0.02679386,0,0,0.113873903,0,0.02679386,0,0,0.040190789,0,0,0.073683114,0,4.541559205,0,0.032915361,0.702466551,0.302535876,0.921612403,0.486907033,0.142623271,0.174822193,0.194626533,3.00881E-05,0.017073171,0.046666667,41.85714286,0,18.28370068,0.783088115,1.159526357,16.34108621,65.75427501,0,4.287017539,0,55.73122801,25.72210523,-99999,0,0,-99999,-99999,-99999,114180,112031,-99999,-99999,0.000708394,0.518578066,0.000808027,0.670780045,-99999,-99999,-99999,-99999,2,8,11,1,5.666666667,4732.634468,604161.0676
1899,4.80291E+11,4.80291E+11,48,29,121501,4,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,239.694413,0,239.694413,239.694413,2281,691,691,0.556,15,0.02170767,312,0.451519537,364,0.526772793,985,195,349,441,0.197969543,299,5,0,2,292,0,5,0,2,13,0,1,278,0,91,158,50,0.304347826,2.882837323,9.516283552,1.247421649,0.020859894,0,0.008343958,1.218217798,0,0.020859894,0,0.008343958,0.054235724,0,0.004171979,1.159810095,0,4.130258973,0,0.432706223,0.113816539,0.077691875,0.201936209,0.156293785,0.469114648,0.40541315,0.450062275,0.843040997,0.231782946,0.465732087,3.294314381,0.100830501,17.88252441,0,1.647740474,16.23478393,92.58989278,0,8.01019922,0,74.76185938,37.38092969,-99999,0,0,2.33,6.221254727,0.001021482,134746,118559,-99999,-99999,0.00083599,0.611983886,0.000855111,0.709866121,-99999,-99999,-99999,-99999,9,2,14,1,6.833333333,6213.008295,970029.5918
1900,4.80291E+11,4.80291E+11,48,29,121505,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,236.6039333,0,236.6039333,234.62167,2811,972,888,0.652,85,0.095720721,289,0.32545045,514,0.578828829,1306,324,477,505,0.248085758,54,4,0,24,26,0,4,0,24,2,0,2,22,0,18,29,7,0.333333333,4.142839832,11.9809905,0.230157768,0.017048724,0,0.102292342,0.110816703,0,0.017048724,0,0.102292342,0.008524362,0,0.008524362,0.09376798,0,4.372997601,0,0.060810811,0.823870321,0.562378984,0.72271777,0.559366231,0.195793842,0.191061142,0.195745036,8.52923E-05,0.037696335,0.079411765,24.18518519,8.5271E-11,22.77730989,0,2.346678497,20.4306314,101.9276377,0,24.34448117,0,100.0828671,18.93459647,147.52,0,0,2,5.409884705,0.000711491,117080,106807,23811,19964,0.000726387,0.531749168,0.000770349,0.639501605,0.000233178,0.071966995,0.000338397,0.102395765,3,10,14,20,13.5,5006.337452,957525.2534
1901,4.80292E+11,4.80292E+11,48,29,191410,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,180.7304226,0,180.7304226,129.48129,2297,1326,1112,0.714,65,0.058453237,733,0.659172662,314,0.282374101,1188,273,488,427,0.22979798,26,0,18,8,0,0,0,18,8,0,0,0,0,0,4,9,13,0.153846154,10.24086183,17.74001479,0.200801212,0,0.139016224,0.061784988,0,0,0,0.139016224,0.061784988,0,0,0,0,0,10.44166304,0,0.023381295,0.89049164,0.383513875,0.89049164,0.296830547,0.111981176,0.021289144,0.017546247,0,0.022384847,0.042833608,45.69230769,0,19.13189581,5.109806644,1.945301392,12.07678777,60.22848751,7.082371532,14.16474306,3.541185766,70.82371532,0,1111.79,0,0,6.67,23.61970906,0.002903788,162135,125809,9811,3324,0.001005916,0.736378129,0.000907402,0.753275135,9.6078E-05,0.029653025,5.63429E-05,0.017048864,2,4,10,13,8.666666667,4357.843518,731406.1968
1902,4.80292E+11,4.80292E+11,48,29,180101,4,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,70.7874783,0,70.7874783,70.7874783,630,239,230,0.671,18,0.07826087,43,0.186956522,169,0.734782609,331,79,104,148,0.238670695,15,0,0,11,4,0,0,0,11,4,0,0,0,0,5,10,0,0.333333333,3.376303348,8.899879119,0.211901884,0,0,0.155394715,0.056507169,0,0,0,0.155394715,0.056507169,0,0,0,0,3.588205232,0,0.065217391,0.836640742,0.360321555,0.836640742,0.278880247,0.241967575,0.131074307,0.117275495,8.1004E-08,0.046511628,0.086705202,22.06666667,7.09354E-10,22.31160787,0,0.779508835,21.53209903,99.45261746,0,0,27.12344112,0,72.32917633,638.37,0,0,16,144.6583527,0.025396825,175538,142105,226547,145351,0.001089071,0.797251327,0.001024937,0.850846625,0.002218549,0.684721635,0.002463749,0.74550826,4,3,14,14,10.5,2963.679236,286471.9398
1903,4.803E+11,4.803E+11,48,29,980004,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,2419.019797,0,2419.019797,2419.0198,0,0,0,0,0,0,0,0,0,0,107,31,42,34,0.289719626,4711,303,323,2793,572,720,303,323,2793,301,720,234,37,0,926,1521,2264,0.19656124,0,0,1.947483026,0.125257346,0.133525158,1.154599892,0.236459412,0.297641218,0.125257346,0.133525158,1.154599892,0.124430565,0.297641218,0.096733396,0.015295451,0,1.947483026,0,0,0.753846059,0.753846059,0.678444618,0.634878279,0.753846059,0.684642382,0.630816727,0.367879441,0,0.04441677,0.0227128,0.376330625,8.804976764,3.845731967,1.299187458,3.660057339,18.1748988,7.672529189,4.762259496,1.32284986,18.51989804,1.32284986,-99999,0,0,8.33,2.203867867,0,144717,111659,-99999,-99999,0.000897852,0.657269767,0.000805344,0.668552714,-99999,-99999,-99999,-99999,18,13,6,1,7.5,15211.61086,9789638.818
1904,4.80291E+11,4.80291E+11,48,29,121702,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,390.1009707,0,390.1009707,390.09128,1040,557,528,0.646,37,0.070075758,266,0.503787879,225,0.426136364,532,122,171,239,0.229323308,2453,1214,39,81,162,957,1214,39,81,91,957,0,71,0,1203,890,360,0.490419894,1.427870933,2.666042676,6.288271812,3.112092124,0.0999766,0.207643708,0.415287417,2.453271962,3.112092124,0.0999766,0.207643708,0.233278734,2.453271962,0,0.182008683,0,7.716142745,0,4.645833333,0.666856037,0.666856037,0.624266465,0.537901801,0.753541985,0.611590074,0.673091123,0.39827508,0.595476668,0.356448911,0.216877293,0.456976776,30.06912724,8.541123588,1.299946019,20.22805763,100.1127476,18.0466098,3.281201781,3.281201781,104.998457,24.60901336,-99999,0,0,-99999,-99999,-99999,128449,114895,-99999,-99999,0.000796922,0.583384428,0.000828684,0.687928103,-99999,-99999,-99999,-99999,18,9,14,1,9.5,6158.706987,1578715.333
1905,4.80292E+11,4.80292E+11,48,29,152100,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,3812.527645,13.1738894,3799.353755,3799.353755,1128,359,307,0.582,14,0.045602606,74,0.241042345,219,0.713355049,538,135,211,192,0.250929368,45,5,3,36,0,1,5,3,36,0,1,0,0,0,8,15,22,0.177777778,0.094489754,0.296892596,0.01184412,0.001316013,0.000789608,0.009475296,0,0.000263203,0.001316013,0.000789608,0.009475296,0,0.000263203,0,0,0,0.106333873,0,0.146579805,0.496128459,0.427341794,0.496128459,0.330752306,0.292144285,0.175676813,0.1375529,1.46798E-06,0.076726343,0.154373928,11.95555556,1.74607E-05,2.934765875,0.745303307,0.000271892,2.189190676,2.415400247,1.179147899,0,0,2.863644899,0.5053491,-99999,0,0,-99999,-99999,-99999,34170,34211,-99999,-99999,0.000211997,0.155191912,0.000246748,0.204836662,-99999,-99999,-99999,-99999,5,4,3,1,2.833333333,20262.17906,15429089.22
1906,4.80292E+11,4.80292E+11,48,29,152201,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,6623.443841,16.194934,6607.248907,6604.90351,2670,700,639,0.473,49,0.076682316,127,0.198748044,463,0.72456964,948,227,392,329,0.239451477,51,4,2,42,3,0,4,0,42,3,0,0,0,2,6,23,22,0.117647059,0.105981866,0.404245118,0.007721536,0.000605611,0.000302805,0.006358912,0.000454208,0,0.000605611,0,0.006358912,0.000454208,0,0,0,0.000302805,0.113703402,0,0.079812207,0.471190914,0.405861762,0.471190914,0.314127276,0.193810416,0.113009408,0.087791656,1.4787E-11,0.037486218,0.102102102,18.58823529,2.29893E-08,3.747559109,0.66465755,0.514392145,2.568509414,4.263632322,0.774906481,0.678043171,0.09686331,4.261985646,0.871769791,-99999,0,0,-99999,-99999,-99999,37776,36817,-99999,-99999,0.000234369,0.171569496,0.000265544,0.220439958,-99999,-99999,-99999,-99999,3,4,4,1,2.833333333,25184.91819,26804711.95
1907,4.80292E+11,4.80292E+11,48,29,171401,1,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,215.8336957,1.2562564,214.5774393,214.5774393,2101,577,514,0.63,31,0.060311284,115,0.223735409,368,0.715953307,1063,325,437,301,0.305738476,38,8,25,2,0,3,8,1,2,0,3,0,0,24,10,15,13,0.263157895,2.689005899,9.791336903,0.177092243,0.037282577,0.116508055,0.009320644,0,0.013980967,0.037282577,0.004660322,0.009320644,0,0.013980967,0,0,0.111847732,2.866098142,0,0.073929961,0.691709911,0.595806488,0.664457518,0.514274193,0.196740534,0.170842316,0.186895297,1.09587E-06,0.035530622,0.069028156,27.97368421,1.93E-12,11.46189929,0,0,11.46189929,33.81380645,0,0,0,32.80866816,11.93042478,1107.77,0,0,4,11.93042478,0.001903855,133801,120458,141657,60544,0.000830127,0.607691923,0.000868807,0.721236289,0.001387231,0.428147857,0.001026242,0.310531418,3,9,8,13,9,4689.786724,873467.9527
1908,4.80292E+11,4.80292E+11,48,29,171402,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,157.8072027,2.3588166,155.4483861,155.4483861,1026,362,333,0.503,10,0.03003003,129,0.387387387,194,0.582582583,524,158,235,131,0.301526718,32,2,9,0,8,13,2,9,0,2,13,0,6,0,11,15,6,0.34375,2.328747239,6.600261513,0.20585611,0.012866007,0.057897031,0,0.051464027,0.083629045,0.012866007,0.057897031,0,0.012866007,0.083629045,0,0.038598021,0,2.534603349,0,0.096096096,0.896327479,0.772054467,0.859404085,0.665158163,0.252295851,0.371352166,0.413419962,0.041920439,0.060491493,0.115107914,16.375,2.10243E-07,17.69003572,0,0,17.69003572,78.237673,0,0,0,37.05409972,53.52258849,388.92,0,0,7,28.81985534,0.006822612,147080,130211,146698,69828,0.000912512,0.668001944,0.000939151,0.779631892,0.001436597,0.443383909,0.001183608,0.358149244,4,14,12,17,12.66666667,5235.888164,638635.9626
1909,4.80292E+11,4.80292E+11,48,29,171401,2,484,"San Antonio-New Braunfels-Pearsall, TX",41700,"San Antonio-New Braunfels, TX",2426204,979988,1019742,268.1450128,2.1650902,265.9799226,265.9799226,2816,724,698,0.583,73,0.104584527,237,0.339541547,388,0.555873926,975,284,422,269,0.291282051,501,3,17,129,307,45,3,17,129,2,45,0,305,0,288,145,68,0.574850299,2.722009966,10.58726528,1.883600819,0.011279047,0.063914599,0.484999013,1.154222458,0.169185702,0.011279047,0.063914599,0.484999013,0.007519365,0.169185702,0,1.146703093,0,4.605610785,0,0.717765043,0.628405654,0.628405654,0.577897592,0.497947868,0.615144633,0.579520874,0.609519486,0.704119302,0.302080193,0.678861789,1.946107784,0.388249236,19.29842019,0,5.784427332,13.51399286,101.1011648,0,19.24957324,4.81239331,103.4664562,14.43717993,-99999,0,0,5.33,12.82502817,0.001892756,133993,122707,-99999,-99999,0.000831318,0.608563941,0.000885028,0.734702064,-99999,-99999,-99999,-99999,14,8,14,1,8.666666667,6673.810232,1085168.333
